,Mean,Median,Std Dev,5th Percentile,25th Percentile,75th Percentile,95th Percentile,Min,Max
total_return,7.277279774025132,4.558982659005196,22.571658614944507,-24.901311587161022,-8.610745981210144,21.092127208509844,48.257336940080314,-48.58587854535406,99.83120669275165
annual_return,7.277279774025132,4.558982659005196,22.571658614944507,-24.901311587161022,-8.610745981210144,21.092127208509844,48.257336940080314,-48.58587854535406,99.83120669275165
annual_volatility,20.966436251393432,20.949851315785907,0.9120258586140296,19.407717584989992,20.340553561941274,21.574509426892003,22.49291374880447,18.059424777254147,23.821160917300617
sharpe_ratio,0.33740499485060416,0.31637355185752714,0.9875717286239218,-1.2926292872413507,-0.3236276434760221,1.0229650811609334,1.9828491800681605,-3.0572027031983735,3.4618053642735873
max_drawdown,-19.853401109607383,-18.891915416404267,7.262289016701882,-33.244431078429756,-23.976230211700777,-14.261455966029999,-10.012051416352646,-49.06501050458044,-6.363589761198006
