spy_annual_return,best_strategy,best_gross_return,best_net_return_2_20_fees,alpha_vs_spy,viability,recommendation
8.806366051451665,Macro_Adaptive,4.284987761637593,1.932642394326356,-6.873723657125309,NOT VIABLE as standalone energy fund,Fund underperforms SPY by 6.87% annually after fees.
