,Total Return (%),Annual Return (%),Annual Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Return Rank,Sharpe Rank,DD Rank
SPY_Benchmark,559.9112801723905,8.806366051451665,18.924493828125545,0.43586768851163693,0.4346230045930695,-59.57597704092436,1,1,3
Equal_Weight,156.49507833485484,4.303159696534853,20.99124065281645,0.2540332766582147,0.1406110234237714,-63.980162020373456,3,3,5
Volatility_Parity,164.3865157081791,4.444626924809958,13.52419594167057,0.308108033234217,0.23345224263528866,-42.820775118284516,2,2,2
Mean_Variance,69.02389025616938,2.3754352921465216,6.894054996002248,0.21219776557219502,0.08235182784770925,-26.71819499855932,5,5,1
Macro_Adaptive,155.4978576734834,4.284987761637593,21.3765106269318,0.2524710245200916,0.13612803012401217,-62.92817599367431,4,4,4
