Date,WTI,XLE,XOM,CVX,IEF,SHY,SPY,FEDFUNDS,CPIAUCSL,INDPRO,UNRATE,T10Y2Y,DCOILWTICO,DGS10,VIXCLS,WTI_RETURN,XLE_RETURN,XOM_RETURN,CVX_RETURN,IEF_RETURN,SHY_RETURN,SPY_RETURN,FEDFUNDS_3M_CHANGE,FEDFUNDS_CHANGE,INFLATION_YOY,INDPRO_YOY
2002-08-13,27.899999618530273,11.760193824768066,16.32270050048828,15.433491706848145,42.94050216674805,52.821964263916016,57.89576721191406,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,0.001434684895101341,-0.015226363066215894,-0.02522419012983445,0.0033256358018374736,0.007943539413694972,0.0017165780518716169,-0.018376044999436365,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-14,28.149999618530273,12.221892356872559,17.048873901367188,15.863900184631348,42.813720703125,52.70550537109375,60.01067352294922,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,0.008920665879807076,0.038508375076209356,0.04352734701705281,0.027506165101408308,-0.0029568586071012644,-0.0022071777235598655,0.035878161691991144,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-15,29.059999465942383,12.566845893859863,17.400264739990234,16.101764678955078,42.56520462036133,52.660240173339844,60.84362030029297,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,0.03181529873000288,0.027833268686183615,0.020401266339001772,0.014882774116828302,-0.0058215018207388,-0.0008592014473903419,0.01378453243489704,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-16,29.329999923706055,12.36518383026123,17.26439094543457,15.909412384033203,42.28627395629883,52.62790298461914,60.66143798828125,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,0.009248240623754506,-0.016177299947820648,-0.007839367662521537,-0.01201796545512287,-0.006574585934774381,-0.0006142608040673396,-0.002998763197217856,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-19,29.84000015258789,12.466015815734863,17.409629821777344,15.89907169342041,42.326839447021484,52.63435363769531,62.08002853393555,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,0.01723890006096114,0.008121439248337251,0.008377437779133993,-0.0006501844571969489,0.0009588465002403837,0.0001225634579997212,0.02311612781853225,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-20,30.110000610351562,12.15290641784668,16.950496673583984,15.58467960357666,42.71738052368164,52.757259368896484,61.42280578613281,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,0.009007582315273079,-0.025437854570042197,-0.026726355489819963,-0.019972368451751522,0.009184488307993097,0.0023323637130390007,-0.010643139574828313,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-21,29.239999771118164,12.179442405700684,17.072303771972656,15.894935607910156,42.610877990722656,52.712005615234375,62.30778121948242,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,-0.029319735710486742,0.0021811292092237156,0.007160352306125959,0.01971218825525199,-0.0024963028689288414,-0.0008581411171494003,0.014305121251553879,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-22,28.84000015258789,12.524394989013672,17.348722457885742,16.281707763671875,42.38262176513672,52.65373611450195,62.9129638671875,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,-0.01377430934629095,0.027928859799159236,0.01606138215090778,0.02404171129761097,-0.005371158382578312,-0.0011060427367772158,0.009665928103821372,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-23,28.729999542236328,12.322731018066406,16.93644905090332,16.22172737121582,42.57533645629883,52.71846008300781,61.55941390991211,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,-0.0038214606496912258,-0.016232734450099096,-0.02405082207086345,-0.0036907151685204153,0.004536714999530342,0.001228483015092458,-0.02174945699344863,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-26,29.280000686645508,12.487250328063965,17.1800594329834,16.354101181030273,42.59568405151367,52.712005615234375,61.9888801574707,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,0.018962855486219055,0.013262542942387785,0.014281327919060635,0.008127163256491793,0.00047780560760312253,-0.0001224402783152788,0.006952228367035173,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-27,28.829999923706055,12.481940269470215,17.287817001342773,16.153467178344727,42.46886444091797,52.67317199707031,61.273094177246094,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,-0.015488203540146189,-0.0004253288590239917,0.0062526578703623395,-0.012343990056694308,-0.002981728741360067,-0.0007369844754567185,-0.011614190508731685,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-28,28.34000015258789,12.184741973876953,16.688133239746094,15.92595386505127,42.626102447509766,52.712005615234375,59.93259811401367,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,-0.017142269357249662,-0.024098310032113705,-0.03530415145751312,-0.01418461559363621,0.0036955930837419774,0.0007369844754566887,-0.022120260143431887,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-29,28.920000076293945,12.078607559204102,16.580373764038086,15.733593940734863,42.823848724365234,52.770206451416016,59.9586067199707,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,0.020259160281944733,-0.008748593550060918,-0.006478189872290343,-0.012151929182936732,0.004628361447818799,0.0011035195593180577,0.0004338701308579675,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-08-30,28.979999542236328,12.158212661743164,16.608488082885742,15.84942626953125,42.905006408691406,52.789634704589844,59.724361419677734,1.74,180.5,90.5505,5.7,2.32,26.51,4.47,36.95,0.002072521168021144,0.0065689630956790035,0.0016942024527439757,0.007335134346253141,0.0018933580401777428,0.0003680993298292572,-0.003914434995085058,-0.010000000000000009,0.0,1.747463359639223,1.5629731821393822
2002-09-03,27.790000915527344,11.675283432006836,15.751131057739258,14.97453784942627,43.37319564819336,52.914669036865234,57.44679260253906,1.75,180.8,90.6373,5.7,2.32,26.51,4.47,36.95,-0.04192964439778767,-0.040530800588939014,-0.05300171908903866,-0.05678202011098007,0.010853119884441367,0.002365738880346657,-0.03888082778073538,0.0,0.010000000000000009,1.916572717023679,1.660329531051974
