Date,WTI,XLE,XOM,CVX,IEF,SHY,SPY,FEDFUNDS,CPIAUCSL,INDPRO,UNRATE,T10Y2Y,DCOILWTICO,DGS10,VIXCLS,WTI_RETURN,XLE_RETURN,XOM_RETURN,CVX_RETURN,IEF_RETURN,SHY_RETURN,SPY_RETURN,FEDFUNDS_3M_CHANGE,FEDFUNDS_CHANGE,INFLATION_YOY,INDPRO_YOY
2006-12-21,62.65999984741211,33.703041076660156,39.18620681762695,35.07551574707031,51.948768615722656,58.30810546875,99.86492156982422,5.24,203.1,100.1125,4.4,-0.09,63.43,4.43,11.66,-0.01677522111027366,-0.0047219143695867135,-0.002763973880759182,-0.005719224738291974,0.003601852031541837,0.0007481967577598069,-0.0036651509267044587,-0.009999999999999787,0.0,2.5239777889954462,2.1844950052208656
2006-12-22,62.40999984741211,33.37831497192383,38.94860076904297,34.83603286743164,51.71221160888672,58.300804138183594,99.25143432617188,5.24,203.1,100.1125,4.4,-0.09,63.43,4.43,11.66,-0.003997766587848741,-0.009681636160993363,-0.006081970080946173,-0.006851051681718124,-0.004564059050170772,-0.00012522766228690408,-0.006162117442867562,-0.009999999999999787,0.0,2.5239777889954462,2.1844950052208656
2006-12-26,61.099998474121094,33.41819763183594,39.27915573120117,35.00846862792969,51.74956512451172,58.300804138183594,99.83670806884766,5.24,203.1,100.1125,4.4,-0.09,63.43,4.43,11.66,-0.02121367529694351,0.0011941540986757724,0.008451141751899227,0.0049377146991620175,0.0007220737634196878,0.0,0.0058795608987340766,-0.009999999999999787,0.0,2.5239777889954462,2.1844950052208656
2006-12-27,60.34000015258789,33.81128692626953,39.74916458129883,35.46349334716797,51.61155700683594,58.268795013427734,100.49251556396484,5.24,203.1,100.1125,4.4,-0.09,63.43,4.43,11.66,-0.012516604944364513,0.01169408858756505,0.011894834406397343,0.012913817922712355,-0.002670408309086352,-0.00054918479249012,0.006547320714906901,-0.009999999999999787,0.0,2.5239777889954462,2.1844950052208656
2006-12-28,60.529998779296875,33.73722839355469,39.94024658203125,35.578433990478516,51.492958068847656,58.232364654541016,100.28096008300781,5.24,203.1,100.1125,4.4,-0.09,63.43,4.43,11.66,0.0031438534769680387,-0.002192751744075165,0.0047956777232964504,0.0032358565683980878,-0.002300558616836153,-0.0006254076813995226,-0.0021074054585272723,-0.009999999999999787,0.0,2.5239777889954462,2.1844950052208656
2006-12-29,61.04999923706055,33.40110397338867,39.5787239074707,35.21919631958008,51.467994689941406,58.24689483642578,99.86492156982422,5.24,203.1,100.1125,4.4,-0.09,63.43,4.43,11.66,0.00855409832306828,-0.010012975199758557,-0.009092802967511405,-0.01014838356786377,-0.0004849096424716523,0.0002494896005286375,-0.004157358712246001,-0.009999999999999787,0.0,2.5239777889954462,2.1844950052208656
2007-01-02,61.04999923706055,33.40110397338867,39.5787239074707,35.21919631958008,51.467994689941406,58.24689483642578,99.86492156982422,5.25,203.437,99.7546,4.6,-0.09,63.43,4.43,11.66,0.0,-0.010012975199758557,-0.009092802967511405,-0.01014838356786377,-0.0004849096424716523,0.0002494896005286375,-0.004157358712246001,0.0,0.009999999999999787,2.69409389197377,1.819187668351141
2007-01-03,58.31999969482422,32.23322677612305,38.27717208862305,33.99303436279297,51.61781311035156,58.30519104003906,99.6886215209961,5.25,203.437,99.7546,4.6,-0.09,63.43,4.43,11.66,-0.04574810559213106,-0.010012975199758557,-0.009092802967511405,-0.01014838356786377,-0.0004849096424716523,0.0002494896005286375,-0.004157358712246001,0.0,0.0,2.69409389197377,1.819187668351141
2007-01-04,55.59000015258789,31.646446228027344,37.55925750732422,33.66253662109375,51.80511474609375,58.363433837890625,99.90018463134766,5.25,203.437,99.7546,4.6,-0.09,63.43,4.43,11.66,-0.04794175075736351,-0.01837194916642865,-0.018933803503956247,-0.009770085917506433,0.0036220564317073884,0.0009984312877751441,0.0021199905312004486,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-05,56.310001373291016,31.85723114013672,37.82781219482422,33.79185104370117,51.636539459228516,58.3270378112793,99.1032943725586,5.25,203.437,99.7546,4.6,-0.09,63.43,4.43,11.66,0.01286883194431712,0.006638534804745097,0.007124718458550517,0.003834134012644331,-0.0032593337257634026,-0.0006238046222144447,-0.008008850119237175,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-08,56.09000015258789,31.85723114013672,37.5230827331543,34.222930908203125,51.674015045166016,58.2906608581543,99.56169128417969,5.25,203.437,99.7546,4.6,-0.09,63.43,4.43,11.66,-0.003914617413918219,0.0,-0.008088321267231687,0.012676233739855413,0.0007254938812597537,-0.000623866783857069,0.004614781247083186,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-09,55.63999938964844,31.583770751953125,37.23384475708008,33.830162048339844,51.661521911621094,58.31250762939453,99.47708129882812,5.25,203.437,99.7546,4.6,,,,,-0.008055190155069374,-0.008620988751437294,-0.007738130205411227,-0.011543140920347495,-0.00024179742949446436,0.0003747200316980496,-0.00085018601501608,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-10,54.02000045776367,30.974214553833008,36.665714263916016,33.24581527709961,51.57410430908203,58.29792404174805,99.8084716796875,5.25,203.437,99.7546,4.6,,,,,-0.029547999247151867,-0.01948833509354419,-0.01537605078848243,-0.01742387000571765,-0.0016935553477619807,-0.0002501249247348102,0.0033257873575041406,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-11,51.880001068115234,30.7976016998291,36.66054916381836,32.90095138549805,51.43674087524414,58.25419235229492,100.24573516845703,5.25,203.437,99.7546,4.6,,,,,-0.04042097680200428,-0.005718249711958405,-0.00014087994845907422,-0.010427328007894258,-0.002666971909827016,-0.0007504229499791048,0.004371457036443029,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-12,52.9900016784668,31.583770751953125,37.52824783325195,33.696067810058594,51.33066177368164,58.21773910522461,101.00725555419922,5.25,203.437,99.7546,4.6,,,,,0.02116986814339971,0.025206584805502575,0.023392702742087077,0.023879573510746748,-0.0020644511100523866,-0.0006259576501291894,0.007567828110167499,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-16,51.209999084472656,31.259061813354492,36.996273040771484,33.37034225463867,51.430538177490234,58.276039123535156,100.8098373413086,5.25,203.437,99.7546,4.6,,,,,-0.03416844058327444,-0.010334092690330211,-0.014276746017158172,-0.009713599288458427,0.0019438549823325671,0.0010009122214795425,-0.0019564078842572545,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-17,52.2400016784668,31.606571197509766,37.424949645996094,33.921180725097656,51.33066177368164,58.25419235229492,100.85216522216797,5.25,203.437,99.7546,4.6,,,,,0.019913709501533764,0.011055736088441756,0.011520405897462874,0.016372070362574275,-0.001943854982332522,-0.00037495457135038366,0.00041979035160727874,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-18,50.47999954223633,31.37299346923828,37.16670227050781,33.96907424926758,51.399322509765625,58.276039123535156,100.51365661621094,5.25,203.437,99.7546,4.6,,,,,-0.03427130793335167,-0.007417606027525409,-0.0069243246579328765,0.0014109103621135174,0.001336722609015039,0.0003749545713502784,-0.0033621289029004578,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-19,51.9900016784668,32.23322677612305,37.977596282958984,34.639644622802734,51.31818389892578,58.268795013427734,100.71110534667969,5.25,203.437,99.7546,4.6,,,,,0.029474215515300863,0.027050365742534686,0.021583154177200296,0.019548294692102477,-0.0015798402931070773,-0.00012431456392544127,0.0019624701444498215,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-22,51.130001068115234,32.011051177978516,37.6522216796875,34.11277389526367,51.411827087402344,58.2906608581543,100.40088653564453,5.25,203.437,99.7546,4.6,,,,,-0.01667999469794589,-0.006916615485495542,-0.008604453098093599,-0.01532690930649775,0.0018230936318232006,0.00037518783559087196,-0.003085037885337615,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-23,55.040000915527344,32.842796325683594,38.47342300415039,34.75458908081055,51.26201629638672,58.26152038574219,100.69702911376953,5.25,203.437,99.7546,4.6,,,,,0.07368878027684835,0.025651238457330562,0.02157573007688735,0.018639707992956975,-0.002918190113313944,-0.000500041658736905,0.002945259688486049,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-24,55.369998931884766,32.9852294921875,38.68519973754883,34.888710021972656,51.26821517944336,58.2906608581543,101.50789642333984,5.25,203.437,99.7546,4.6,,,,,0.005977701285428776,0.0043274391722920285,0.005489399827810965,0.003851658629043573,0.00012091815213856617,0.0005000416587369284,0.0080202957866448,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-25,54.22999954223633,32.30729293823242,37.9724235534668,34.25645065307617,51.06842803955078,58.24689483642578,100.31620788574219,5.25,203.437,99.7546,4.6,,,,,-0.020803659132553838,-0.02076687781801924,-0.01859689084608294,-0.018288394589907244,-0.003904513328263601,-0.0007511059164618791,-0.011809316741905244,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-26,55.41999816894531,32.38704299926758,38.0189323425293,34.246883392333984,51.06218338012695,58.25419235229492,100.22457885742188,5.25,203.437,99.7546,4.6,,,,,0.0217062539834136,0.0024654430801585143,0.0012240548762732038,-0.00027932248664133604,-0.00012228771266139081,0.00012527807344608682,-0.0009138194397733518,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-29,54.0099983215332,32.2275390625,37.807167053222656,34.261253356933594,51.024723052978516,58.26152038574219,100.16812133789062,5.25,203.437,99.7546,4.6,,,,,-0.025771322867395023,-0.004937097963629783,-0.005585565961008178,0.00041951118486685274,-0.0007338909589608842,0.00012578618427889864,-0.0005634688386351655,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-30,56.970001220703125,32.88267135620117,38.421791076660156,34.998863220214844,51.074684143066406,58.276039123535156,100.68994140625,5.25,203.437,99.7546,4.6,,,,,0.05335565139158988,0.020124475093948557,0.01612608535930702,0.021300505631047673,0.00097867549768834,0.00024916838707135606,0.005195920295356219,0.0,0.0,2.075765178123423,1.6586668297206675
2007-01-31,58.13999938964844,33.093467712402344,38.27199935913086,34.907867431640625,51.26201629638672,58.341644287109375,101.36688995361328,5.25,203.437,99.7546,4.6,,,,,0.02032904971334117,0.006390100314160572,-0.003906233011733037,-0.0026033498954635137,0.0036610983500590132,0.0011251324597853138,0.006700600772676437,0.0,0.0,2.075765178123423,1.6586668297206675
2007-02-01,57.29999923706055,33.21310043334961,38.778160095214844,35.6694450378418,51.2249755859375,58.33430480957031,101.97334289550781,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,-0.014553274226897776,0.003608476629246404,0.013138662423478855,0.021582209373082112,-0.0007228373353867705,-0.0001258096052453642,0.005964926188452151,0.009999999999999787,0.009999999999999787,2.471650777722023,2.63902901342139
2007-02-02,59.02000045776367,33.40110397338867,39.0157585144043,35.46349334716797,51.26887130737305,58.35624694824219,102.11437225341797,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.02957576686500121,0.005644563074186914,0.006108424982958545,-0.005790630074807241,0.0008565533531986121,0.0003760739597156295,0.0013820467366694857,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-05,58.7400016784668,33.36692810058594,39.082881927490234,35.338951110839844,51.32525634765625,58.34165573120117,102.14260864257812,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,-0.004755422925885485,-0.00102371972711632,0.001718939772418814,-0.0035180244335114574,0.0010991866152394371,-0.00025006819800576304,0.00027647906295458316,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-06,58.880001068115234,33.264381408691406,38.97441864013672,35.1425666809082,51.469417572021484,58.40738296508789,102.17082977294922,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.002380538216179717,-0.003078035644592826,-0.0027790701541565155,-0.005572664843328758,0.0028048402388844962,0.001125957722044694,0.0002762532975748694,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-07,57.709999084472656,33.06499099731445,38.79289245605469,34.79291915893555,51.582191467285156,58.43659591674805,102.39643096923828,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,-0.02007103970256539,-0.006012148305943588,-0.004668452881083314,-0.009999228032762259,0.002188688586892284,0.0005000335070475922,0.0022056441185214983,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-08,59.709999084472656,33.40110397338867,39.14039611816406,35.32457733154297,51.594749450683594,58.458587646484375,102.26248931884766,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.03406904236740361,0.010113903677652717,0.008918036735889525,0.015165069729498817,0.00024342616380606768,0.0003762640910501114,-0.0013089257905343915,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-09,59.88999938964844,33.264381408691406,39.01591491699219,35.11862564086914,51.43809509277344,58.40016555786133,101.50089263916016,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.003010040859158154,-0.004101755371709098,-0.0031854447781113873,-0.005847328593684964,-0.003040864868240432,-0.000999875351881992,-0.007475339473777122,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-12,57.810001373291016,32.80292510986328,38.6943473815918,34.639644622802734,51.36914825439453,58.40016555786133,101.15532684326172,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,-0.03534774123552636,-0.01396950556763237,-0.008276110808039958,-0.013732810283891547,-0.0013412838720439984,0.0,-0.0034103678802390558,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-13,59.060001373291016,33.281471252441406,39.13521957397461,34.8839225769043,51.33155059814453,58.39276123046875,102.00862121582031,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.021392104718614045,0.014483131689841272,0.01132929104498546,0.007027227433310914,-0.0007321792032519353,-0.00012679410656289472,0.008400106398823994,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-14,58.0,33.28717041015625,39.21303176879883,34.8260383605957,51.6260871887207,58.5244026184082,102.67852020263672,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,-0.01811088902182932,0.0001712264990371018,0.0019863167096733788,-0.001660716168356687,0.005721525870238102,0.0022518754173413585,0.006545612723822718,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-15,57.9900016784668,33.03649139404297,39.07817077636719,34.425621032714844,51.707576751708984,58.553646087646484,102.81251525878906,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,-0.00017239971399744193,-0.007559299441727268,-0.0034451157073638315,-0.011564251131592988,0.0015772126289462524,0.0004995551287304564,0.0013041452133712309,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-16,59.38999938964844,33.04220199584961,39.05223083496094,34.160282135009766,51.76395797729492,58.56829833984375,102.7630844116211,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.023855240918337923,0.00017284245580224651,-0.0006640166138760252,-0.007737456510145961,0.0010897921116891412,0.0002502050720781952,-0.000480901898862182,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-20,58.06999969482422,32.67189407348633,38.83438491821289,33.827423095703125,51.82658004760742,58.56095886230469,102.98171997070312,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,-0.02247667762211012,-0.011270392937546817,-0.005593938899859714,-0.009791820380156396,0.0012090308465359063,-0.00012532270286664724,0.002125308991742018,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-21,60.06999969482422,33.030799865722656,38.78770065307617,33.74058151245117,51.82033157348633,58.597564697265625,102.93941497802734,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.03386136965308429,0.01092525559191731,-0.0012028605112058173,-0.0025704956531523116,-0.0001205723167422287,0.0006248941184978721,-0.0004108853933959134,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-22,60.95000076293945,33.3270378112793,38.94331359863281,34.09274673461914,51.68873977661133,58.56095886230469,102.86187744140625,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.014543324663010835,0.008928558371131021,0.00400388840779019,0.010383343860204465,-0.0025426151747378026,-0.0006248941184978258,-0.0007535184971707637,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-23,61.13999938964844,33.41249465942383,39.01591491699219,34.285736083984375,51.89553451538086,58.62677764892578,102.45989990234375,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.0031124380350916444,0.002560907806358336,0.0018625463778963178,0.005644754134598503,0.003992787803280666,0.0011233051426966054,-0.003915591008914337,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-26,61.38999938964844,33.611881256103516,39.10928726196289,34.449737548828125,52.058475494384766,58.6706428527832,102.36821746826172,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.004080639017369919,0.005949691649547524,0.0023903269834744667,0.004771969039904915,0.0031348692066648044,0.0007479312966074441,-0.0008952134246203719,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-27,61.459999084472656,32.27312088012695,37.257572174072266,33.084476470947266,52.49715042114258,58.809547424316406,98.36996459960938,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.0011395963088198936,-0.0406449003886063,-0.048504760660030455,-0.04043719552901596,0.00839127492120035,0.0023647329125813686,-0.0398407684873942,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-02-28,61.790000915527344,32.41553497314453,37.179771423339844,33.05554962158203,52.31543731689453,58.76567840576172,99.3783187866211,5.26,204.226,100.7166,4.5,-0.12,57.35,4.84,10.31,0.0053550120836174915,0.004403069478599682,-0.002090369572652578,-0.000874715445958814,-0.0034673943316977755,-0.0007462289828611202,0.01019844935695317,0.009999999999999787,0.0,2.420260782347028,2.595430111634367
2007-03-01,62.0,32.312992095947266,36.82188415527344,32.61172103881836,52.362548828125,58.847145080566406,99.08218383789062,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.0033928311554476467,-0.0031684009392472703,-0.009672487878890029,-0.013517703312975143,0.0009001226742381342,0.0013853368266957481,-0.0029843234759594846,0.009999999999999787,0.0,2.9528585757271797,2.7773618271404343
2007-03-02,61.63999938964844,31.931293487548828,36.31354904174805,32.22095489501953,52.53234100341797,58.91314697265625,97.78466796875,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,-0.005823384495051386,-0.011882865419720274,-0.013901423087889544,-0.012054750794707482,0.0032373802739050135,0.0011209533850538335,-0.013181850020306345,0.009999999999999787,0.0,2.798197295943927,2.5448388221316343
2007-03-05,60.06999969482422,31.560997009277344,36.29800033569336,32.04728698730469,52.56376266479492,58.935150146484375,96.85387420654297,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,-0.025800456768306054,-0.01166442961423779,-0.0004282708859859495,-0.005404483624952093,0.0005979605564142777,0.00037341522315860454,-0.009564404329957756,0.009999999999999787,0.0,2.798197295943927,2.5448388221316343
2007-03-06,60.689998626708984,32.159175872802734,36.827049255371094,32.645484924316406,52.49457931518555,58.88380813598633,98.51099395751953,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.01026837343806751,0.01877573174304262,0.014469956700487514,0.01849402860100971,-0.0013170464773388034,-0.0008715407859035778,0.016964764546064916,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-07,61.81999969482422,32.557960510253906,37.15902328491211,32.96388244628906,52.58893966674805,58.94248962402344,98.41226196289062,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.018448014547646826,0.012324083144308249,0.00897402027290338,0.009705931768138087,0.001795912010529867,0.0009960678389194537,-0.0010027459930047002,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-08,61.63999938964844,32.842796325683594,37.267940521240234,33.02661895751953,52.5826530456543,58.94248962402344,99.2443618774414,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,-0.0029159312174082785,0.00871052966849804,0.002926824057024949,0.0019013806168025943,-0.00011954979361069616,0.0,0.0084197009349098,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-09,60.04999923706055,32.700382232666016,36.88929748535156,33.03141403198242,52.287113189697266,58.83980178833008,99.27259826660156,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,-0.026133464729117647,-0.00434566404229178,-0.010211985683826334,0.00014517763409862508,-0.0056363363620540825,-0.0017436893183198953,0.0002844733198622083,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-12,58.90999984741211,32.65481185913086,36.75961685180664,33.20509719848633,52.431697845458984,58.89115524291992,99.420654296875,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,-0.019166682877513115,-0.0013945450412531646,-0.003521593460890981,0.0052443451910987385,0.002761390168724966,0.0008723866541427622,0.0014902977908490544,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-13,57.93000030517578,32.21614456176758,36.261680603027344,32.727500915527344,52.66437911987305,58.97186279296875,97.488525390625,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,-0.016775462566867336,-0.013524511060717708,-0.013638321538548357,-0.014487663166427474,0.004427979831684998,0.001369514611252346,-0.019625199007521358,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-14,58.15999984741211,32.586429595947266,36.83742141723633,32.95906066894531,52.59518814086914,58.98651123046875,98.21485900878906,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.003962440225133532,0.011428220839985268,0.015752661904536527,0.007050474466989367,-0.001314673635283403,0.0002483662172622006,0.0074228348720666425,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-15,57.54999923706055,32.58074951171875,36.66624069213867,33.224403381347656,52.538604736328125,58.97186279296875,98.3487777709961,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,-0.010543708690768512,-0.00017432346529890733,-0.004657755264460285,0.008018442005164234,-0.0010764076602941418,-0.0002483662172622427,0.0013625997679051376,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-16,57.11000061035156,32.230384826660156,36.23573684692383,32.84328079223633,52.53234100341797,58.96451187133789,98.07341003417969,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,-0.007674878546838121,-0.010811972409619387,-0.01181062198894082,-0.01153746560275254,-0.0001192286387730569,-0.00012465910812169156,-0.00280383718655926,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-19,56.59000015258789,32.744781494140625,36.87892150878906,33.47042465209961,52.463199615478516,58.91314697265625,99.25572204589844,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,-0.009146949513261064,0.01583396992400131,0.017594317425953205,0.018915020771036475,-0.0013170349431257129,-0.0008714951151279188,0.011983290530717148,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-20,56.72999954223633,32.9791259765625,37.34572982788086,33.79364013671875,52.538604736328125,58.96451187133789,99.80083465576172,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.0024708694185038064,0.007131209465634739,0.01257842146531542,0.009610420462004951,0.0014362635818988435,0.0008714951151279103,0.0054769758057940906,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-21,59.61000061035156,33.57354736328125,37.98371887207031,34.41598129272461,52.61406326293945,59.05986785888672,101.44331359863281,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.04952019220160341,0.017863660886131998,0.016939040708129016,0.01824840581308996,0.0014352187348139892,0.0016158696790432969,0.016323609190439115,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-22,61.689998626708984,34.247982025146484,38.56985092163086,35.18301773071289,52.43805694580078,59.001182556152344,101.3653793334961,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.03429846548947096,0.019889167952507586,0.015313289894605436,0.02204248639328191,-0.003350841115327411,-0.0009941518792434992,-0.0007685495907111348,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-23,62.279998779296875,34.41946029663086,38.91218948364258,35.55447769165039,52.35630798339844,58.96451187133789,101.51409912109375,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.009518506405168322,0.0049944667266566415,0.008836648799711482,0.010502587720530154,-0.0015601789092393246,-0.0006217177997997503,0.0014660902656981802,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-26,62.90999984741211,34.659507751464844,39.14558410644531,35.892189025878906,52.400264739990234,59.02329635620117,101.37957000732422,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.010064803790888784,0.006949971253163297,0.005980065984640394,0.009453592864643468,0.0008392172066893786,0.0009964502368568615,-0.0013261047923491956,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-27,62.93000030517578,34.722389221191406,39.27008056640625,35.78123092651367,52.38774490356445,59.030540466308594,101.13887023925781,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.00031787123184722345,0.0018126194205451867,0.003175298330594653,-0.003096215810018784,-0.00023895551653176395,0.00012272553457806976,-0.002377066316644704,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-28,64.08000183105469,34.716670989990234,39.19227981567383,35.73781204223633,52.38148498535156,59.05986785888672,100.4026107788086,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.01810932894632414,-0.0001646978284759562,-0.001983136266909473,-0.001214191012889904,-0.00011949917407960044,0.0004966939076084372,-0.007306314630533454,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-29,66.02999877929688,34.93386459350586,39.54499816894531,36.15751266479492,52.305965423583984,59.030540466308594,100.5087661743164,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,0.02997683438476636,0.006236687362052972,0.008959433745519997,0.011675457115679206,-0.001442762710763932,-0.0004966939076084766,0.001056738617755796,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-03-30,65.87000274658203,34.45374298095703,39.13521957397461,35.67991638183594,52.24311828613281,59.030540466308594,100.53005981445312,5.26,205.288,100.8952,4.4,-0.07,61.97,4.56,15.82,-0.002426021369770753,-0.013839049709904615,-0.010416399746925998,-0.013296782082474857,-0.0012022514744491255,0.0,0.00021183609794388602,0.019999999999999574,0.0,2.798197295943927,2.5448388221316343
2007-04-02,65.94000244140625,34.790977478027344,39.50348663330078,36.09962844848633,52.30121612548828,59.04158401489258,100.64336395263672,5.25,205.904,101.5723,4.5,-0.07,61.97,4.56,15.82,0.0010621303186363427,0.009740444069269993,0.00936611928767902,0.011694608849519355,0.0011114489496388193,0.0001870644517445012,0.0011264325877881943,0.009999999999999787,-0.009999999999999787,3.1066599899849834,3.233009422581068
2007-04-03,64.63999938964844,35.008174896240234,39.83546447753906,36.34565734863281,52.25700759887695,59.04158401489258,101.72647094726562,5.25,205.904,101.5723,4.5,-0.07,61.97,4.56,15.82,-0.019911869897726905,0.00622351738862761,0.008368645591409403,0.0067921561295307235,-0.0008456251009439637,0.0,0.010704335824207488,0.0,0.0,3.1066599899849834,3.233009422581068
2007-04-04,64.37999725341797,35.06532287597656,39.996246337890625,36.44697189331055,52.33905029296875,59.07842254638672,101.83978271484375,5.25,205.904,101.5723,4.5,-0.07,61.97,4.56,15.82,-0.004030421561897141,0.0016310871933928966,0.004028025357330601,0.0027836502446529844,0.0015687534037303094,0.0006237475557435384,0.0011132668332058371,0.0,0.0,2.5929247633283525,2.928277122815981
2007-04-05,64.27999877929688,35.29396438598633,40.05331039428711,36.47590255737305,52.20648193359375,59.056339263916016,102.1158676147461,5.25,205.904,101.5723,4.5,-0.07,61.97,4.56,15.82,-0.001554461329714429,0.006499278879501891,0.0014257184772040743,0.0007934592759343419,-0.002536089828144885,-0.00037386595426314905,0.002707304927189149,0.0,0.0,2.5929247633283525,2.928277122815981
